,datum,ervaring,geslacht,Man_dummy,gewichtsklasse,Zwaar_dummy,ploeg,naam,zone,trainingype,500_split,500_split_sec,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,2k_tijd_sec,two_k_datum,days_until_2k
16,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:45.5,105.5,5,tijd,,300,2,,ergometer,26,6:30.2,390.2,8-12-2018,88
17,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:44.6,104.6,5,tijd,,300,3,,ergometer,26,6:30.2,390.2,8-12-2018,88
18,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:43.8,103.8,5,tijd,,300,4,,ergometer,26,6:30.2,390.2,8-12-2018,88
19,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:42.7,102.7,5,tijd,,300,5,,ergometer,26,6:30.2,390.2,8-12-2018,88
20,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:45.9,105.9,5,tijd,,300,1,,ergometer,26,,,8-12-2018,88
21,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:47.5,107.5,5,tijd,,300,2,,ergometer,26,,,8-12-2018,88
22,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.3,109.3,5,tijd,,300,3,,ergometer,26,,,8-12-2018,88
23,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.8,109.8,5,tijd,,300,4,,ergometer,26,,,8-12-2018,88
24,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.6,109.6,5,tijd,,300,5,,ergometer,26,,,8-12-2018,88
25,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:45.4,105.4,5,tijd,,300,1,,ergometer,26,6:22.2,382.2,8-12-2018,88
26,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:45.1,105.1,5,tijd,,300,2,,ergometer,26,6:22.2,382.2,8-12-2018,88
27,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.9,104.9,5,tijd,,300,3,,ergometer,26,6:22.2,382.2,8-12-2018,88
28,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.5,104.5,5,tijd,,300,4,,ergometer,26,6:22.2,382.2,8-12-2018,88
29,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.1,104.1,5,tijd,,300,5,,ergometer,26,6:22.2,382.2,8-12-2018,88
30,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:44.3,104.3,5,tijd,,300,1,,ergometer,26,,,8-12-2018,88
31,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:45.8,105.8,5,tijd,,300,2,,ergometer,26,,,8-12-2018,88
32,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',2:32.5,152.5,5,tijd,,300,3,,ergometer,26,,,8-12-2018,88
33,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:53.6,113.6,5,tijd,,300,4,,ergometer,26,,,8-12-2018,88
34,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:53.7,113.7,5,tijd,,300,5,,ergometer,26,,,8-12-2018,88
35,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:46.2,106.2,5,tijd,,300,1,,ergometer,26,6:32.0,392.0,8-12-2018,88
36,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:47.8,107.8,5,tijd,,300,2,,ergometer,26,6:32.0,392.0,8-12-2018,88
37,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.0,109.0,5,tijd,,300,3,,ergometer,26,6:32.0,392.0,8-12-2018,88
38,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.9,109.9,5,tijd,,300,4,,ergometer,26,6:32.0,392.0,8-12-2018,88
39,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.1,109.1,5,tijd,,300,5,,ergometer,26,6:32.0,392.0,8-12-2018,88
41,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,3,tijd,,900,1,,ergometer,20,6:19.9,379.9,8-12-2018,98
42,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,3,tijd,,900,2,,ergometer,20,6:19.9,379.9,8-12-2018,98
43,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,3,tijd,,900,3,,ergometer,20,6:19.9,379.9,8-12-2018,98
44,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,3,tijd,,900,1,,ergometer,20,6:14.4,374.4,8-12-2018,98
45,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,3,tijd,,900,2,,ergometer,20,6:14.4,374.4,8-12-2018,98
46,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,3,tijd,,900,3,,ergometer,20,6:14.4,374.4,8-12-2018,98
47,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,3,tijd,,900,1,,ergometer,20,,,8-12-2018,98
48,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,3,tijd,,900,2,,ergometer,20,,,8-12-2018,98
49,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,3,tijd,,900,3,,ergometer,20,,,8-12-2018,98
50,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,3,tijd,,900,1,,ergometer,20,6:30.2,390.2,8-12-2018,98
51,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,3,tijd,,900,2,,ergometer,20,6:30.2,390.2,8-12-2018,98
52,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,3,tijd,,900,3,,ergometer,20,6:30.2,390.2,8-12-2018,98
53,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:01.8,121.8,3,tijd,,900,1,,ergometer,20,,,8-12-2018,98
54,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:01.6,121.6,3,tijd,,900,2,,ergometer,20,,,8-12-2018,98
55,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:00.8,120.8,3,tijd,,900,3,,ergometer,20,,,8-12-2018,98
56,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:00.0,120.0,3,tijd,,900,1,,ergometer,20,6:22.2,382.2,8-12-2018,98
57,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:01.2,121.2,3,tijd,,900,2,,ergometer,20,6:22.2,382.2,8-12-2018,98
58,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:01.0,121.0,3,tijd,,900,3,,ergometer,20,6:22.2,382.2,8-12-2018,98
59,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',1:56.9,116.9,3,tijd,,900,1,,ergometer,20,,,8-12-2018,98
60,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',1:58.6,118.6,3,tijd,,900,2,,ergometer,20,,,8-12-2018,98
61,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',2:00.9,120.9,3,tijd,,900,3,,ergometer,20,,,8-12-2018,98
62,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',1:58.6,118.6,3,tijd,,900,1,,ergometer,20,6:32.0,392.0,8-12-2018,98
63,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',1:59.9,119.9,3,tijd,,900,2,,ergometer,20,6:32.0,392.0,8-12-2018,98
64,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',2:01.1,121.1,3,tijd,,900,3,,ergometer,20,6:32.0,392.0,8-12-2018,98
66,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:19.9,379.9,8-12-2018,91
67,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:19.9,379.9,8-12-2018,91
68,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:19.9,379.9,8-12-2018,91
69,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:14.4,374.4,8-12-2018,91
70,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:14.4,374.4,8-12-2018,91
71,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:14.4,374.4,8-12-2018,91
72,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,91
73,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,91
74,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,91
75,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:30.2,390.2,8-12-2018,91
76,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:30.2,390.2,8-12-2018,91
77,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:30.2,390.2,8-12-2018,91
78,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,91
79,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,91
80,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,91
81,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.2,118.2,3,tijd,,1200,1,,ergometer,20,6:22.2,382.2,8-12-2018,91
82,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:59.5,119.5,3,tijd,,1200,2,,ergometer,20,6:22.2,382.2,8-12-2018,91
83,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:59.7,119.7,3,tijd,,1200,3,,ergometer,20,6:22.2,382.2,8-12-2018,91
84,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.2,120.2,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,91
85,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.4,120.4,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,91
86,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.9,122.9,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,91
87,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:59.0,119.0,3,tijd,,1200,1,,ergometer,20,6:32.0,392.0,8-12-2018,91
88,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',2:01.3,121.3,3,tijd,,1200,2,,ergometer,20,6:32.0,392.0,8-12-2018,91
89,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',2:01.7,121.7,3,tijd,,1200,3,,ergometer,20,6:32.0,392.0,8-12-2018,91
91,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:55.5,115.5,3,tijd,,1200,1,,ergometer,20,6:19.9,379.9,8-12-2018,85
92,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:57.0,117.0,3,tijd,,1200,2,,ergometer,20,6:19.9,379.9,8-12-2018,85
93,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:57.5,117.5,3,tijd,,1200,3,,ergometer,20,6:19.9,379.9,8-12-2018,85
94,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:14.4,374.4,8-12-2018,85
95,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:14.4,374.4,8-12-2018,85
96,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:14.4,374.4,8-12-2018,85
97,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,85
98,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,85
99,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,85
100,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,3,tijd,,1200,1,,ergometer,20,6:30.2,390.2,8-12-2018,85
101,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,3,tijd,,1200,2,,ergometer,20,6:30.2,390.2,8-12-2018,85
102,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,3,tijd,,1200,3,,ergometer,20,6:30.2,390.2,8-12-2018,85
103,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.4,119.4,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,85
104,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.4,119.4,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,85
105,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.3,119.3,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,85
106,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:57.9,117.9,3,tijd,,1200,1,,ergometer,20,6:22.2,382.2,8-12-2018,85
107,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.2,118.2,3,tijd,,1200,2,,ergometer,20,6:22.2,382.2,8-12-2018,85
108,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.6,118.6,3,tijd,,1200,3,,ergometer,20,6:22.2,382.2,8-12-2018,85
109,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.1,120.1,3,tijd,,1200,1,,ergometer,20,,,8-12-2018,85
110,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.1,122.1,3,tijd,,1200,2,,ergometer,20,,,8-12-2018,85
111,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.6,122.6,3,tijd,,1200,3,,ergometer,20,,,8-12-2018,85
112,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.7,117.7,3,tijd,,1200,1,,ergometer,20,6:32.0,392.0,8-12-2018,85
113,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.6,117.6,3,tijd,,1200,2,,ergometer,20,6:32.0,392.0,8-12-2018,85
114,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.7,117.7,3,tijd,,1200,3,,ergometer,20,6:32.0,392.0,8-12-2018,85
118,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:40.7,100.7,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,73
119,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:42.3,102.3,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,73
120,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:43.6,103.6,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,73
121,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:46.7,106.7,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,73
122,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:47.7,107.7,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,73
123,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:46.2,106.2,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,73
124,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,1:42.6,102.6,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,,,11-12-2021,73
125,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,,,11-12-2021,73
126,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,,,11-12-2021,73
127,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:44.0,104.0,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,73
128,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:46.2,106.2,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,73
129,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:45.5,105.5,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,73
130,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:40.3,100.3,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:11.8,371.8,11-12-2021,73
131,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:40.0,100.0,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:11.8,371.8,11-12-2021,73
132,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:38.9,98.9,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:11.8,371.8,11-12-2021,73
133,29-09-2021,1.0,M,1,Z,1,MGH,z6,I,3x2000m/5'r,1:41.8,101.8,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:29.4,389.4,11-12-2021,73
134,29-09-2021,1.0,M,1,Z,1,MGH,z6,I,3x2000m/5'r,1:44.9,104.9,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:29.4,389.4,11-12-2021,73
135,29-09-2021,1.0,M,1,Z,1,MGH,z6,I,3x2000m/5'r,1:46.3,106.3,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:29.4,389.4,11-12-2021,73
137,06-10-2021,1.0,M,1,Z,1,MGH,z4,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:21.6,381.6,11-12-2021,66
138,06-10-2021,1.0,M,1,Z,1,MGH,z4,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:21.6,381.6,11-12-2021,66
139,06-10-2021,1.0,M,1,Z,1,MGH,z4,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:21.6,381.6,11-12-2021,66
140,06-10-2021,1.0,M,1,Z,1,MGH,z3,ED,3x20',1:56.5,116.5,3,tijd,,1200,1,,ergometer,20,6:30.4,390.4,11-12-2021,66
141,06-10-2021,1.0,M,1,Z,1,MGH,z3,ED,3x20',2:03.3,123.3,3,tijd,,1200,2,,ergometer,20,6:30.4,390.4,11-12-2021,66
142,06-10-2021,1.0,M,1,Z,1,MGH,z3,ED,3x20',1:59.3,119.3,3,tijd,,1200,3,,ergometer,20,6:30.4,390.4,11-12-2021,66
143,06-10-2021,1.0,M,1,Z,1,MGH,z7,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,,,11-12-2021,66
144,06-10-2021,1.0,M,1,Z,1,MGH,z7,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,,,11-12-2021,66
145,06-10-2021,1.0,M,1,Z,1,MGH,z7,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,,,11-12-2021,66
146,06-10-2021,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:34.1,394.1,11-12-2021,66
147,06-10-2021,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:34.1,394.1,11-12-2021,66
148,06-10-2021,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:34.1,394.1,11-12-2021,66
149,06-10-2021,1.0,M,1,Z,1,MGH,z5,ED,3x20',1:50.1,110.1,3,tijd,,1200,1,,ergometer,20,6:11.8,371.8,11-12-2021,66
150,06-10-2021,1.0,M,1,Z,1,MGH,z5,ED,3x20',1:54.3,114.3,3,tijd,,1200,2,,ergometer,20,6:11.8,371.8,11-12-2021,66
151,06-10-2021,1.0,M,1,Z,1,MGH,z5,ED,3x20',1:54.4,114.4,3,tijd,,1200,3,,ergometer,20,6:11.8,371.8,11-12-2021,66
152,06-10-2021,1.0,M,1,Z,1,MGH,z6,ED,3x20',,,3,tijd,,1200,1,,ergometer,20,6:29.4,389.4,11-12-2021,66
153,06-10-2021,1.0,M,1,Z,1,MGH,z6,ED,3x20',,,3,tijd,,1200,2,,ergometer,20,6:29.4,389.4,11-12-2021,66
154,06-10-2021,1.0,M,1,Z,1,MGH,z6,ED,3x20',,,3,tijd,,1200,3,,ergometer,20,6:29.4,389.4,11-12-2021,66
156,09-10-2021,1.0,M,1,Z,1,MGH,z4,I,6000m,1:44.7,104.7,1,afstand,6000.0,,1,,ergometer,vrij,6:21.6,381.6,11-12-2021,63
157,09-10-2021,1.0,M,1,Z,1,MGH,z3,I,6000m,1:46.9,106.9,1,afstand,6000.0,,1,,ergometer,vrij,6:30.4,390.4,11-12-2021,63
158,09-10-2021,1.0,M,1,Z,1,MGH,z7,I,6000m,,,1,afstand,6000.0,,1,,ergometer,vrij,,,11-12-2021,63
159,09-10-2021,1.0,M,1,Z,1,MGH,z48,I,6000m,1:46.8,106.8,1,afstand,6000.0,,1,,ergometer,vrij,6:34.1,394.1,11-12-2021,63
160,09-10-2021,1.0,M,1,Z,1,MGH,z5,I,6000m,1:42.1,102.1,1,afstand,6000.0,,1,,ergometer,vrij,6:11.8,371.8,11-12-2021,63
161,09-10-2021,1.0,M,1,Z,1,MGH,z6,I,6000m,,,1,afstand,6000.0,,1,,ergometer,vrij,6:29.4,389.4,11-12-2021,63
163,13-10-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,,,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,59
164,13-10-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,,,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,59
165,13-10-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,,,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:21.6,381.6,11-12-2021,59
166,13-10-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:45.3,105.3,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,59
167,13-10-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:44.9,104.9,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,59
168,13-10-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:44.7,104.7,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:30.4,390.4,11-12-2021,59
169,13-10-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,,,11-12-2021,59
170,13-10-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,,,11-12-2021,59
171,13-10-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,,,11-12-2021,59
172,13-10-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:44.0,104.0,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,59
173,13-10-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:45.0,105.0,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,59
174,13-10-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:45.0,105.0,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:34.1,394.1,11-12-2021,59
