,datum,ervaring,geslacht,Man_dummy,gewichtsklasse,Zwaar_dummy,ploeg,naam,zone,trainingype,500_split,500_split_sec,500_split_watt,aantal_intervallen,intervaltype,interval_afstand,interval_tijd,interval_nummer,rust,machine,spm,2k tijd,two_k_tijd_sec,two_k_watt,two_k_datum,days_until_2k,mean_watt_per_training
18,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:43.8,103.8,2.503605925731932e-06,5,tijd,,300,4,,ergometer,26,6:30.2,390.2,3.016311640657434e-06,8-12-2018,88,2.439775899686228e-06
19,11-09-2018,1.0,M,1,Z,1,MGH,z50,AT,5x5',1:42.7,102.7,2.584917582160079e-06,5,tijd,,300,5,,ergometer,26,6:30.2,390.2,3.016311640657434e-06,8-12-2018,88,2.439775899686228e-06
20,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:45.9,105.9,2.3576001529658126e-06,5,tijd,,300,1,,ergometer,26,,,,8-12-2018,88,2.1995691067561726e-06
21,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:47.5,107.5,2.253889594626888e-06,5,tijd,,300,2,,ergometer,26,,,,8-12-2018,88,2.1995691067561726e-06
22,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.3,109.3,2.1443592495535124e-06,5,tijd,,300,3,,ergometer,26,,,,8-12-2018,88,2.1995691067561726e-06
23,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.8,109.8,2.1151979212753434e-06,5,tijd,,300,4,,ergometer,26,,,,8-12-2018,88,2.1995691067561726e-06
24,11-09-2018,1.0,M,1,Z,1,MGH,z51,AT,5x5',1:49.6,109.6,2.126798615359307e-06,5,tijd,,300,5,,ergometer,26,,,,8-12-2018,88,2.1995691067561726e-06
25,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:45.4,105.4,2.3913117549513797e-06,5,tijd,,300,1,,ergometer,26,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,88,2.4328964719945306e-06
26,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:45.1,105.1,2.411847717475256e-06,5,tijd,,300,2,,ergometer,26,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,88,2.4328964719945306e-06
27,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.9,104.9,2.4256691608399004e-06,5,tijd,,300,3,,ergometer,26,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,88,2.4328964719945306e-06
28,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.5,104.5,2.4536304913537454e-06,5,tijd,,300,4,,ergometer,26,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,88,2.4328964719945306e-06
29,11-09-2018,1.0,M,1,Z,1,MGH,z52,AT,5x5',1:44.1,104.1,2.4820232353523727e-06,5,tijd,,300,5,,ergometer,26,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,88,2.4328964719945306e-06
30,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:44.3,104.3,2.467772419140213e-06,5,tijd,,300,1,,ergometer,26,,,,8-12-2018,88,1.8872862930797258e-06
31,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:45.8,105.8,2.3642915401413234e-06,5,tijd,,300,2,,ergometer,26,,,,8-12-2018,88,1.8872862930797258e-06
32,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',2:32.5,152.5,7.894933937201792e-07,5,tijd,,300,3,,ergometer,26,,,,8-12-2018,88,1.8872862930797258e-06
33,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:53.6,113.6,1.9099545697114647e-06,5,tijd,,300,4,,ergometer,26,,,,8-12-2018,88,1.8872862930797258e-06
34,11-09-2018,1.0,M,1,Z,1,MGH,z53,AT,5x5',1:53.7,113.7,1.904919542685448e-06,5,tijd,,300,5,,ergometer,26,,,,8-12-2018,88,1.8872862930797258e-06
35,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:46.2,106.2,2.337676877231842e-06,5,tijd,,300,1,,ergometer,26,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,88,2.200103670391117e-06
36,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:47.8,107.8,2.235124653125417e-06,5,tijd,,300,2,,ergometer,26,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,88,2.200103670391117e-06
37,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.0,109.0,2.16211374417098e-06,5,tijd,,300,3,,ergometer,26,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,88,2.200103670391117e-06
38,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.9,109.9,2.1094292028545617e-06,5,tijd,,300,4,,ergometer,26,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,88,2.200103670391117e-06
39,11-09-2018,1.0,M,1,Z,1,MGH,z54,AT,5x5',1:49.1,109.1,2.1561738745727833e-06,5,tijd,,300,5,,ergometer,26,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,88,2.200103670391117e-06
41,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,,3,tijd,,900,1,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,98,
42,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,,3,tijd,,900,2,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,98,
43,01-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x15',,,,3,tijd,,900,3,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,98,
44,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,,3,tijd,,900,1,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,98,
45,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,,3,tijd,,900,2,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,98,
46,01-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x15',,,,3,tijd,,900,3,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,98,
47,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,,3,tijd,,900,1,,ergometer,20,,,,8-12-2018,98,
48,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,,3,tijd,,900,2,,ergometer,20,,,,8-12-2018,98,
49,01-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x15',,,,3,tijd,,900,3,,ergometer,20,,,,8-12-2018,98,
50,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,,3,tijd,,900,1,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,98,
51,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,,3,tijd,,900,2,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,98,
52,01-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x15',,,,3,tijd,,900,3,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,98,
53,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:01.8,121.8,1.5495877213396236e-06,3,tijd,,900,1,,ergometer,20,,,,8-12-2018,98,1.5650747751541692e-06
54,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:01.6,121.6,1.557246295925062e-06,3,tijd,,900,2,,ergometer,20,,,,8-12-2018,98,1.5650747751541692e-06
55,01-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x15',2:00.8,120.8,1.5883903081978223e-06,3,tijd,,900,3,,ergometer,20,,,,8-12-2018,98,1.5650747751541692e-06
56,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:00.0,120.0,1.6203703703703703e-06,3,tijd,,900,1,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,98,1.5912042973320989e-06
57,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:01.2,121.2,1.5727155174753497e-06,3,tijd,,900,2,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,98,1.5912042973320989e-06
58,01-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x15',2:01.0,121.0,1.5805270041505767e-06,3,tijd,,900,3,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,98,1.5912042973320989e-06
59,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',1:56.9,116.9,1.7527278920138383e-06,3,tijd,,900,1,,ergometer,20,,,,8-12-2018,98,1.6718709562211014e-06
60,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',1:58.6,118.6,1.6784328244451293e-06,3,tijd,,900,2,,ergometer,20,,,,8-12-2018,98,1.6718709562211014e-06
61,01-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x15',2:00.9,120.9,1.5844521522043364e-06,3,tijd,,900,3,,ergometer,20,,,,8-12-2018,98,1.6718709562211014e-06
62,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',1:58.6,118.6,1.6784328244451293e-06,3,tijd,,900,1,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,98,1.626491897348992e-06
63,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',1:59.9,119.9,1.6244280572283843e-06,3,tijd,,900,2,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,98,1.626491897348992e-06
64,01-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x15',2:01.1,121.1,1.5766148103734617e-06,3,tijd,,900,3,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,98,1.626491897348992e-06
66,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,91,
67,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,91,
68,08-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,91,
69,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,91,
70,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,91,
71,08-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,91,
72,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,91,
73,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,91,
74,08-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,91,
75,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,91,
76,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,91,
77,08-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,91,
78,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,91,
79,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,91,
80,08-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,91,
81,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.2,118.2,1.6955304813725844e-06,3,tijd,,1200,1,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,91,1.656303205212431e-06
82,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:59.5,119.5,1.6407949680920316e-06,3,tijd,,1200,2,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,91,1.656303205212431e-06
83,08-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:59.7,119.7,1.632584166172677e-06,3,tijd,,1200,3,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,91,1.656303205212431e-06
84,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.2,120.2,1.6122954498613174e-06,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,91,1.574973476632483e-06
85,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.4,120.4,1.6042740942075947e-06,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,91,1.574973476632483e-06
86,08-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.9,122.9,1.5083508858285366e-06,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,91,1.574973476632483e-06
87,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:59.0,119.0,1.6615642796911152e-06,3,tijd,,1200,1,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,91,1.594601355884926e-06
88,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',2:01.3,121.3,1.5688290723225088e-06,3,tijd,,1200,2,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,91,1.594601355884926e-06
89,08-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',2:01.7,121.7,1.5534107156411542e-06,3,tijd,,1200,3,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,91,1.594601355884926e-06
91,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:55.5,115.5,1.8172391253855244e-06,3,tijd,,1200,1,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,85,1.7638303834422155e-06
92,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:57.0,117.0,1.7482375580118292e-06,3,tijd,,1200,2,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,85,1.7638303834422155e-06
93,14-09-2018,1.0,M,1,Z,1,MGH,z47,ED,3x20',1:57.5,117.5,1.726014466929293e-06,3,tijd,,1200,3,,ergometer,20,6:19.9,379.9,3.2683617906530666e-06,8-12-2018,85,1.7638303834422155e-06
94,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,85,
95,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,85,
96,14-09-2018,1.0,M,1,Z,1,MGH,z48,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,6:14.4,374.4,3.4145264804918547e-06,8-12-2018,85,
97,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,85,
98,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,85,
99,14-09-2018,1.0,M,1,Z,1,MGH,z49,ED,3x20',,,,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,85,
100,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,1.5844521522043364e-06,3,tijd,,1200,1,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,85,1.5844521522043364e-06
101,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,1.5844521522043364e-06,3,tijd,,1200,2,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,85,1.5844521522043364e-06
102,14-09-2018,1.0,M,1,Z,1,MGH,z50,ED,3x20',2:00.9,120.9,1.5844521522043364e-06,3,tijd,,1200,3,,ergometer,20,6:30.2,390.2,3.016311640657434e-06,8-12-2018,85,1.5844521522043364e-06
103,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.4,119.4,1.6449210222424665e-06,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,85,1.6463009888963417e-06
104,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.4,119.4,1.6449210222424665e-06,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,85,1.6463009888963417e-06
105,14-09-2018,1.0,M,1,Z,1,MGH,z51,ED,3x20',1:59.3,119.3,1.6490609222040923e-06,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,85,1.6463009888963417e-06
106,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:57.9,117.9,1.7085064238734057e-06,3,tijd,,1200,1,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,85,1.6941565765637064e-06
107,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.2,118.2,1.6955304813725844e-06,3,tijd,,1200,2,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,85,1.6941565765637064e-06
108,14-09-2018,1.0,M,1,Z,1,MGH,z52,ED,3x20',1:58.6,118.6,1.6784328244451293e-06,3,tijd,,1200,3,,ergometer,20,6:22.2,382.2,3.2097111962749803e-06,8-12-2018,85,1.6941565765637064e-06
109,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:00.1,120.1,1.6163261866222188e-06,3,tijd,,1200,1,,ergometer,20,,,,8-12-2018,85,1.5579902172446745e-06
110,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.1,122.1,1.538193739776605e-06,3,tijd,,1200,2,,ergometer,20,,,,8-12-2018,85,1.5579902172446745e-06
111,14-09-2018,1.0,M,1,Z,1,MGH,z53,ED,3x20',2:02.6,122.6,1.5194507253352005e-06,3,tijd,,1200,3,,ergometer,20,,,,8-12-2018,85,1.5579902172446745e-06
112,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.7,117.7,1.717230695187367e-06,3,tijd,,1200,1,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,85,1.7186921674146356e-06
113,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.6,117.6,1.7216151118691727e-06,3,tijd,,1200,2,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,85,1.7186921674146356e-06
114,14-09-2018,1.0,M,1,Z,1,MGH,z54,ED,3x20',1:57.7,117.7,1.717230695187367e-06,3,tijd,,1200,3,,ergometer,20,6:32.0,392.0,2.9749509133099302e-06,8-12-2018,85,1.7186921674146356e-06
118,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:40.7,100.7,2.7420136958628894e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:21.6,381.6,3.224875161166591e-06,11-12-2021,73,2.625168396520757e-06
119,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:42.3,102.3,2.615357910137436e-06,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:21.6,381.6,3.224875161166591e-06,11-12-2021,73,2.625168396520757e-06
120,29-09-2021,1.0,M,1,Z,1,MGH,z4,I,3x2000m/5'r,1:43.6,103.6,2.5181335835619467e-06,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:21.6,381.6,3.224875161166591e-06,11-12-2021,73,2.625168396520757e-06
121,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:46.7,106.7,2.304967324029984e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:30.4,390.4,3.0116782902533693e-06,11-12-2021,73,2.294666870329728e-06
122,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:47.7,107.7,2.2413564097273574e-06,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:30.4,390.4,3.0116782902533693e-06,11-12-2021,73,2.294666870329728e-06
123,29-09-2021,1.0,M,1,Z,1,MGH,z3,I,3x2000m/5'r,1:46.2,106.2,2.337676877231842e-06,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:30.4,390.4,3.0116782902533693e-06,11-12-2021,73,2.294666870329728e-06
124,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,1:42.6,102.6,2.592483189801983e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,,,,11-12-2021,73,2.592483189801983e-06
125,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,,,,11-12-2021,73,2.592483189801983e-06
126,29-09-2021,1.0,M,1,Z,1,MGH,z7,I,3x2000m/5'r,,,,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,,,,11-12-2021,73,2.592483189801983e-06
127,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:44.0,104.0,2.4891898042785617e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:34.1,394.1,2.927646933192292e-06,11-12-2021,73,2.4037949804083687e-06
128,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:46.2,106.2,2.337676877231842e-06,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:34.1,394.1,2.927646933192292e-06,11-12-2021,73,2.4037949804083687e-06
129,29-09-2021,1.0,M,1,Z,1,MGH,z48,I,3x2000m/5'r,1:45.5,105.5,2.3845182597147027e-06,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:34.1,394.1,2.927646933192292e-06,11-12-2021,73,2.4037949804083687e-06
130,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:40.3,100.3,2.7749504473877688e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:11.8,371.8,3.486662003861213e-06,11-12-2021,73,2.823140379973483e-06
131,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:40.0,100.0,2.8e-06,3,afstand,2000.0,,2,300.0,ergometer,24-26-28-30,6:11.8,371.8,3.486662003861213e-06,11-12-2021,73,2.823140379973483e-06
132,29-09-2021,1.0,M,1,Z,1,MGH,z5,I,3x2000m/5'r,1:38.9,98.9,2.8944706925326804e-06,3,afstand,2000.0,,3,300.0,ergometer,24-26-28-30,6:11.8,371.8,3.486662003861213e-06,11-12-2021,73,2.823140379973483e-06
133,29-09-2021,1.0,M,1,Z,1,MGH,z6,I,3x2000m/5'r,1:41.8,101.8,2.654084204491607e-06,3,afstand,2000.0,,1,300.0,ergometer,24-26-28-30,6:29.4,389.4,3.0349403785549397e-06,11-12-2021,73,2.4702796840825055e-06
